id,country,admin_region,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date,latitude,longitude
248,Canada,Ottawa,403202,364874,257894,26418,18374,50941,10612,1998-08-26,1.480608918212311,-1.9217980547608868
249,Taiwan,Hualien_County,51052,41888,26107,505,7924,1935,1795,1998-06-14,2.595969444828932,-2.4187338956450457
250,Russia,Saint_Petersburg,1696422,260958,137664,13532,50279,25089,8703,1999-01-30,1.7025554541757133,0.217036944873728
251,Canada,Montreal,45310,186,114,3,14,7,261,1998-10-28,3.577033218814007,0.0643706388332788
252,Australia,Perth,14082,12021,8420,1084,1766,1385,535,1999-03-07,-2.3821152566781127,0.315955519096403
253,UK,Birmingham,24920,7288,4443,203,1094,1055,1191,1998-12-18,-2.8500477535126296,3.283220170509705
254,USA,New_York,2740869,946984,603834,19849,185660,122201,23043,1998-07-25,40.7128,-74.006
255,Japan,Tokyo,876388,392038,184822,28915,72827,16778,11734,1998-08-13,35.6895,139.6917
256,USA,Raccoon_City,116902,35356,27902,1319,5672,1725,1445,1998-12-29,38.8333,-97.5333
257,France,Marseille,95391,53939,40132,3612,5823,4982,828,1998-10-24,3.0758159318117744,0.8224238495790386
258,France,Paris_District,52899,20305,10543,1575,3292,2365,1103,1998-12-20,1.1184999132560782,0.2466954433440331
259,Antarctica,Base_Omega,1749,1216,518,77,120,78,935,1998-07-17,1.3325999520384384,-2.381827186590709
260,Russia,Saint_Petersburg,7142,223,135,13,30,26,732,1998-09-03,1.7025554541757133,0.217036944873728
261,Australia,Sydney,123662,24188,18248,543,4007,2442,1052,1998-11-05,-33.8688,151.2093
262,Australia,Perth,530034,460618,186922,6003,53745,46612,10079,1998-06-29,-2.3821152566781127,0.315955519096403
263,Taiwan,Kaohsiung_City,85095,3739,2340,315,310,431,657,1998-12-06,-1.4187478369460782,0.4236305691145081
264,Taiwan,Kaohsiung_City,7817,3549,1451,166,216,436,832,1998-07-15,-1.4187478369460782,0.4236305691145081
265,Taiwan,Hualien_County,4206611,728381,297369,22043,39273,39694,32957,1998-07-30,2.595969444828932,-2.4187338956450457
266,UK,Birmingham,10976,8124,4653,741,599,796,694,1998-08-24,-2.8500477535126296,3.283220170509705
267,Brazil,Rio_de_Janeiro,168730,83387,59835,7677,10303,9896,2031,1999-02-04,1.69863980297128,-0.1445188229842225
268,Germany,Munich,224195,153137,62826,14248,13848,15615,4513,1998-10-14,1.3304192527089729,0.9162062377984492
269,Brazil,Sao_Paulo,17726592,13971798,8470877,451519,1518917,1639923,338307,1998-09-03,-23.5505,-46.6333
270,USA,Raccoon_City,25141,17945,12365,1287,1604,2270,1059,1998-12-19,38.8333,-97.5333
271,Brazil,Amazon_Region,179094,69718,35295,4025,12263,7208,3104,1998-08-22,-1.93727713348161,-3.219104847382798
272,UK,Edinburgh,233097,100907,63076,6103,13139,1347,4187,1998-08-08,0.6060610566215301,-4.154607930958573
273,Antarctica,Base_Echo,17246,10737,8093,532,1304,176,1274,1998-09-28,-2.0507635900375054,3.689084456104984
274,USA,New_York,298271,212071,154443,5505,22786,18391,8694,1998-07-11,40.7128,-74.006
275,Brazil,Brasilia,68490,24256,16042,1090,2736,2387,770,1999-05-05,-0.4958311887247957,4.486676700154028
276,UK,Birmingham,88058,65119,32126,1073,10862,7750,2788,1999-04-14,-2.8500477535126296,3.283220170509705
277,Germany,Hamburg,38846,220,97,17,39,27,239,1998-10-14,-3.9938192044018974,-2.733540311293427
278,Brazil,Amazon_Region,1714959,1486138,678710,79371,256483,79015,43275,1998-07-11,-1.93727713348161,-3.219104847382798
279,UK,Manchester,126846,71842,57301,1752,10834,8480,1916,1999-04-13,-0.1633074596956526,5.456915438611025
280,Taiwan,Kaohsiung_City,33247,17879,12313,1091,2983,2206,1346,1999-04-18,-1.4187478369460782,0.4236305691145081
281,Australia,Melbourne,2640,1408,684,22,176,194,654,1998-05-11,2.2429425392786246,-0.2182463403309512
282,Taiwan,Hualien_County,7005794,272390,173464,5475,24617,13998,6721,1999-02-22,2.595969444828932,-2.4187338956450457
283,Australia,Melbourne,189814,171211,69785,11457,16048,8592,7660,1998-12-15,2.2429425392786246,-0.2182463403309512
284,Japan,Hokkaido,2139663,1553709,1136236,35348,308682,111126,60297,1998-09-03,0.8748241824825881,-0.4771821068560608
285,Japan,Hokkaido,1939143,1319132,948964,45743,173100,69095,44773,1998-09-30,0.8748241824825881,-0.4771821068560608
286,Japan,Osaka,345039,229921,152445,15879,42030,26378,6150,1998-10-09,1.5102506162201896,-3.245233909150882
287,Germany,Munich,1010802,522499,252855,28566,86827,48315,18138,1999-02-02,1.3304192527089729,0.9162062377984492
288,Taiwan,Hualien_County,2048016,1212268,727577,31458,181380,100067,13932,1999-05-21,2.595969444828932,-2.4187338956450457
289,Australia,Melbourne,20922,18375,12353,609,1025,1322,1630,1998-10-26,2.2429425392786246,-0.2182463403309512
290,UK,Birmingham,972975,333867,183230,31031,33661,15388,15386,1998-09-21,-2.8500477535126296,3.283220170509705
291,USA,Arklay_County,288417,163877,105070,12104,13147,10448,3116,1998-09-16,2.441439224449056,-2.9081933913488074
292,UK,London_City,27950,10382,5476,378,666,246,765,1998-11-22,51.5074,-0.1278
293,USA,Texas,910741,103536,62492,1378,8482,8670,1431,1998-08-04,-0.3616082962495004,-1.7712103761382976
294,France,Paris_District,24360,3365,1724,291,197,43,1051,1998-11-30,1.1184999132560782,0.2466954433440331
295,UK,Edinburgh,491759,30658,20974,2632,2322,2647,1744,1998-07-08,0.6060610566215301,-4.154607930958573
296,Brazil,Amazon_Region,288573,107079,49114,3654,7006,5136,3176,1999-04-21,-1.93727713348161,-3.219104847382798
297,Brazil,Amazon_Region,45022,14964,8106,842,2239,597,608,1999-03-14,-1.93727713348161,-3.219104847382798
298,Russia,Saint_Petersburg,7050146,835139,569913,25683,67898,61257,24685,1998-05-19,1.7025554541757133,0.217036944873728
299,Taiwan,Hualien_County,923825,394646,267516,19083,45436,38552,19175,1999-03-12,2.595969444828932,-2.4187338956450457
300,USA,Illinois,33072,6719,4089,112,1069,630,1117,1999-04-16,-0.1071992535331094,-2.5699940756529567
301,USA,New_York,1994830,193585,84306,3121,30165,17913,5005,1998-08-09,40.7128,-74.006
302,Antarctica,Base_Omega,81387,24945,14818,666,3727,3313,1084,1998-07-20,1.3325999520384384,-2.381827186590709
303,Taiwan,Taipei_City,73019,46795,20875,718,2859,6274,1432,1998-10-30,1.6582573663341151,2.124440670053682
304,Germany,Frankfurt,1105128,40169,21884,3691,7953,5350,1614,1998-05-18,-4.724921723598893,2.452041664770111
305,Russia,Siberia_Zone,605136,394620,199150,23152,55859,34225,20105,1998-10-02,61.0137,99.1967
306,Germany,Munich,99659,13596,10371,1043,2208,683,582,1999-04-06,1.3304192527089729,0.9162062377984492
307,Germany,Berlin,3793308,3274813,1920350,116238,413781,76577,79588,1998-09-06,52.52,13.405
308,Germany,Munich,34556,3233,2296,70,518,287,948,1999-03-11,1.3304192527089729,0.9162062377984492
309,Taiwan,Taichung_City,2805309,512324,295542,38891,77489,17953,16481,1999-05-01,-2.604738557508256,7.177168990234618
310,Germany,Hamburg,36672,7958,4152,137,1001,452,1082,1998-10-08,-3.9938192044018974,-2.733540311293427
311,Brazil,Rio_de_Janeiro,339416,214055,122745,11429,15343,29326,3418,1998-08-27,1.69863980297128,-0.1445188229842225
312,Antarctica,Rockfort_Island,80294,61886,46862,5329,7838,2689,3148,1999-05-11,-67.6167,62.8667
313,Antarctica,Rockfort_Island,803063,404369,177853,33721,24202,34167,12829,1999-03-28,-67.6167,62.8667
314,Japan,Osaka,3274,2315,1277,213,266,279,713,1998-10-20,1.5102506162201896,-3.245233909150882
315,France,Paris_District,20748,17494,8715,1512,1229,398,1604,1998-09-30,1.1184999132560782,0.2466954433440331
316,USA,Raccoon_City,514973,298935,177827,8804,18139,21999,11154,1998-05-20,38.8333,-97.5333
317,USA,California,953857,281974,179449,19016,24288,27687,9418,1998-06-03,-3.768367786224215,-7.269105964257913
318,France,Bordeaux,46127,6748,4620,631,961,582,554,1999-03-10,1.1704801824038549,-1.967857959836668
319,Taiwan,Taichung_City,1401466,784381,355562,25790,71438,59041,12777,1998-06-29,-2.604738557508256,7.177168990234618
320,UK,Manchester,40970,32562,20722,1392,5352,4786,1006,1998-10-05,-0.1633074596956526,5.456915438611025
321,Taiwan,Tainan_City,460535,83659,59389,7302,12142,9666,4903,1999-04-29,-1.3817801379542258,-6.823508848071515
322,USA,Texas,123514,117277,78938,5478,9086,4468,2871,1998-11-22,-0.3616082962495004,-1.7712103761382976
323,USA,Florida,8558,1040,615,59,57,28,989,1998-08-01,0.0736648847716987,-8.521986977221632
324,France,Marseille,5522236,210387,134221,18798,36770,6718,6238,1998-12-04,3.0758159318117744,0.8224238495790386
325,Germany,Hamburg,53739,35035,26625,2272,2478,3594,1717,1999-03-19,-3.9938192044018974,-2.733540311293427
326,Taiwan,Hualien_County,37898,13167,7899,1047,1950,1596,1284,1998-07-28,2.595969444828932,-2.4187338956450457
327,Australia,Melbourne,76333,48642,35428,3095,4816,2146,2752,1998-10-20,2.2429425392786246,-0.2182463403309512
328,France,Marseille,69882,12073,9454,1124,785,1753,299,1998-06-09,3.0758159318117744,0.8224238495790386
329,Brazil,Sao_Paulo,245744,43805,18561,2299,4437,4791,1527,1998-11-19,-23.5505,-46.6333
330,USA,Arklay_County,63556,30362,22613,2155,2663,2518,1870,1998-12-07,2.441439224449056,-2.9081933913488074
331,France,Paris_District,57681,51801,22994,2751,4270,3763,2069,1998-06-16,1.1184999132560782,0.2466954433440331
332,Taiwan,Tainan_City,428376,153039,65286,4117,26740,14762,4537,1998-12-29,-1.3817801379542258,-6.823508848071515
333,USA,Raccoon_City,165516,11616,6631,902,2281,1503,613,1998-07-27,38.8333,-97.5333
334,UK,Birmingham,411885,288565,172153,17253,15700,35757,11531,1998-10-04,-2.8500477535126296,3.283220170509705
335,France,Paris_District,92351,80917,35138,941,10679,1408,1376,1998-10-09,1.1184999132560782,0.2466954433440331
336,Russia,Vladivostok,298082,103041,80788,3067,17261,12165,5241,1999-05-30,43.1155,131.8853
337,USA,California,8258,3590,1514,280,202,149,788,1998-05-20,-3.768367786224215,-7.269105964257913
338,Taiwan,Taipei_City,1445655,1306781,887725,17936,179915,185242,18862,1998-09-25,1.6582573663341151,2.124440670053682
339,Japan,Osaka,72136,51280,27660,1463,3812,4034,2331,1998-11-17,1.5102506162201896,-3.245233909150882
340,Australia,Perth,105615,67171,30339,1886,9165,2101,1836,1999-03-08,-2.3821152566781127,0.315955519096403
341,Canada,Vancouver,487417,59916,43369,2003,9450,2585,1450,1998-09-28,1.763269541791821,-1.335127450431743
342,Germany,Berlin,266339,147197,106123,8088,24832,2214,4590,1998-08-08,52.52,13.405
343,Canada,Vancouver,581018,474803,362151,44270,81343,70423,17074,1999-01-02,1.763269541791821,-1.335127450431743
344,Taiwan,Taipei_City,2508243,1731854,1273390,135052,116750,120583,34382,1998-08-21,1.6582573663341151,2.124440670053682
345,Brazil,Rio_de_Janeiro,100455,11174,6830,530,1068,539,1413,1998-12-05,1.69863980297128,-0.1445188229842225
346,Brazil,Brasilia,150757,96193,42533,4904,18934,7708,4372,1999-04-09,-0.4958311887247957,4.486676700154028
347,Japan,Akita_Pref,35172051,26897938,19433780,528608,4801523,2252179,456493,1999-04-25,-2.265945629067376,2.5379745781799965
348,Germany,Munich,63541,23077,9561,1566,3664,703,1393,1998-05-25,1.3304192527089729,0.9162062377984492
349,Russia,Siberia_Zone,42872,30723,20895,2504,4097,1767,1517,1999-02-13,61.0137,99.1967
350,Japan,Tokyo,791926,536074,225118,43219,48670,78645,25464,1998-08-11,35.6895,139.6917
351,Antarctica,Base_Echo,1062816,336403,166817,23281,55884,36814,16149,1998-07-18,-2.0507635900375054,3.689084456104984
352,Canada,Vancouver,884118,623683,367210,37815,39417,48265,30225,1999-05-20,1.763269541791821,-1.335127450431743
353,Japan,Akita_Pref,43850,26661,16938,331,4156,3955,1185,1998-05-16,-2.265945629067376,2.5379745781799965
354,Canada,Toronto,123377,36655,27930,3466,6463,1700,1142,1999-04-06,-2.097557183413056,-0.6387742714220199
355,USA,New_York,161792,82476,65581,6261,10976,12273,4492,1998-06-28,40.7128,-74.006
356,Brazil,Sao_Paulo,90753,39439,27546,1119,7057,2099,1103,1998-11-10,-23.5505,-46.6333
357,USA,Arklay_County,226749,11104,8882,194,765,1265,615,1998-09-02,2.441439224449056,-2.9081933913488074
358,Australia,Melbourne,87764,56972,27635,1488,4314,3727,2526,1999-05-22,2.2429425392786246,-0.2182463403309512
359,Antarctica,Base_Omega,3437324,448285,261293,33821,29614,56754,15773,1998-06-01,1.3325999520384384,-2.381827186590709
360,Germany,Berlin,22900,5287,3799,412,473,584,819,1998-10-25,52.52,13.405
361,Russia,Vladivostok,5353708,4873889,1963290,480011,951164,509903,70476,1999-05-02,43.1155,131.8853
362,Canada,Toronto,13862,3049,1842,289,399,438,356,1998-12-05,-2.097557183413056,-0.6387742714220199
363,Russia,Vladivostok,8545974,3186593,2381641,179812,321143,91670,90717,1998-08-08,43.1155,131.8853
364,Canada,Montreal,1039457,947940,614937,38863,187370,21387,39692,1998-08-11,3.577033218814007,0.0643706388332788
365,Taiwan,Taichung_City,40918,29175,20216,820,4055,4185,1181,1999-05-07,-2.604738557508256,7.177168990234618
366,Japan,Osaka,161716,104600,77622,2961,8049,13383,1573,1998-08-26,1.5102506162201896,-3.245233909150882
367,Australia,Perth,669254,522002,393576,12941,74032,33352,21655,1998-12-29,-2.3821152566781127,0.315955519096403
368,Brazil,Amazon_Region,683039,39177,21679,2355,7675,1239,1723,1998-08-27,-1.93727713348161,-3.219104847382798
369,Canada,Montreal,128763,108533,54357,1333,16770,7593,5117,1999-05-27,3.577033218814007,0.0643706388332788
370,Russia,Moscow,21920,5268,2924,196,730,314,885,1998-05-07,-3.1270639264667555,0.5501745696793509
371,Australia,Melbourne,1336347,196113,102480,8870,35359,20403,5578,1999-05-23,2.2429425392786246,-0.2182463403309512
372,UK,Manchester,284364,224137,134371,5459,12419,23915,9050,1998-05-10,-0.1633074596956526,5.456915438611025
373,UK,London_City,2706843,722960,403758,61772,131783,65852,13481,1999-03-12,51.5074,-0.1278
374,USA,Illinois,131203,29834,13218,843,1900,556,1241,1999-02-05,-0.1071992535331094,-2.5699940756529567
375,Brazil,Sao_Paulo,243740,183179,136497,13809,9632,16085,6441,1998-06-11,-23.5505,-46.6333
376,Taiwan,Kaohsiung_City,2791011,150388,73551,13213,9379,5554,4676,1998-06-16,-1.4187478369460782,0.4236305691145081
377,Russia,Moscow,264354,19372,14542,1109,2878,1177,1290,1998-08-04,-3.1270639264667555,0.5501745696793509
378,Japan,Osaka,12615,9745,4614,685,1287,197,693,1999-01-01,1.5102506162201896,-3.245233909150882
379,Japan,Tokyo,9575,3815,2671,162,616,347,265,1998-12-10,35.6895,139.6917
380,Russia,Moscow,5695,4579,2147,409,739,630,745,1998-08-22,-3.1270639264667555,0.5501745696793509
381,Germany,Munich,28702,21529,13322,345,2150,1644,1543,1998-06-01,1.3304192527089729,0.9162062377984492
382,Taiwan,Kaohsiung_City,70431,37340,29069,2551,7106,2924,1292,1999-03-26,-1.4187478369460782,0.4236305691145081
383,Australia,Brisbane,966408,688397,456649,29214,118865,53035,24692,1998-09-30,-0.8665823898368763,9.314114221014716
384,Canada,Vancouver,1245872,170554,71220,11737,27142,15610,7651,1998-12-03,1.763269541791821,-1.335127450431743
385,Germany,Frankfurt,2956,537,358,39,54,9,781,1999-01-01,-4.724921723598893,2.452041664770111
386,Canada,Montreal,561235,449355,199174,30227,29667,35973,21749,1999-01-27,3.577033218814007,0.0643706388332788
387,Canada,Montreal,78440,25482,10851,2352,3576,2454,1132,1999-04-15,3.577033218814007,0.0643706388332788
388,Germany,Frankfurt,327789,1868,1117,133,243,33,337,1999-01-16,-4.724921723598893,2.452041664770111
389,USA,New_York,7684794,6960342,5213506,442754,362156,1034400,97134,1998-05-07,40.7128,-74.006
390,UK,Birmingham,31978,21633,16236,498,1181,1407,1256,1998-11-21,-2.8500477535126296,3.283220170509705
391,Canada,Vancouver,438184,351979,235132,12629,58069,29041,17228,1999-01-19,1.763269541791821,-1.335127450431743
392,Germany,Hamburg,1364331,1183143,623092,15529,127570,84636,52056,1999-02-13,-3.9938192044018974,-2.733540311293427
393,Germany,Hamburg,192483,115497,84696,5248,9283,7758,5433,1999-03-14,-3.9938192044018974,-2.733540311293427
394,Antarctica,Base_Omega,47691,22816,16332,468,1710,1037,1429,1998-11-18,1.3325999520384384,-2.381827186590709
395,France,Marseille,46123,6647,5306,529,1008,840,861,1998-08-24,3.0758159318117744,0.8224238495790386
396,USA,Arklay_County,62801,11298,6742,467,1050,702,1016,1998-11-28,2.441439224449056,-2.9081933913488074
397,Brazil,Sao_Paulo,260429,111629,83057,8035,11021,9379,3429,1998-10-07,-23.5505,-46.6333
398,France,Marseille,41841,2690,1748,238,329,338,912,1998-09-06,3.0758159318117744,0.8224238495790386
399,France,Paris_District,531927,397680,289083,25725,46220,48212,6545,1999-04-12,1.1184999132560782,0.2466954433440331
400,Russia,Moscow,376812,200068,83995,6058,35203,11865,9464,1998-09-25,-3.1270639264667555,0.5501745696793509
401,UK,Manchester,5737,5047,2672,112,677,563,356,1999-03-07,-0.1633074596956526,5.456915438611025
402,Germany,Berlin,1543762,916784,551358,43923,175464,123563,17038,1998-07-17,52.52,13.405
403,UK,Manchester,13503672,12472092,5753375,150014,1331791,1545680,423888,1999-01-17,-0.1633074596956526,5.456915438611025
404,Taiwan,Taipei_City,62809,16677,9484,492,2919,1429,1280,1998-06-21,1.6582573663341151,2.124440670053682
405,Russia,Vladivostok,1016925,338704,169826,4099,50926,11621,16053,1999-01-13,43.1155,131.8853
406,Brazil,Brasilia,2407366,969525,454344,62765,191517,111487,39530,1998-12-07,-0.4958311887247957,4.486676700154028
407,UK,Birmingham,683431,192232,111589,13897,19140,2149,4979,1998-06-08,-2.8500477535126296,3.283220170509705
408,Japan,Okinawa,501267,378996,225265,28188,60773,40953,13223,1999-01-03,-0.7058126639679835,7.705785461881211
409,Canada,Montreal,6009,3048,1492,190,450,146,831,1999-05-12,3.577033218814007,0.0643706388332788
410,Taiwan,Tainan_City,92698,40129,22773,1947,6058,5969,741,1999-02-12,-1.3817801379542258,-6.823508848071515
411,USA,New_York,120760,52420,30259,2184,7986,2581,2511,1999-01-09,40.7128,-74.006
412,Brazil,Amazon_Region,2353895,1821679,1240286,63977,158279,110530,78662,1998-08-24,-1.93727713348161,-3.219104847382798
413,Taiwan,Hualien_County,13057,2999,2301,261,255,102,669,1998-11-13,2.595969444828932,-2.4187338956450457
414,Canada,Ottawa,8039341,2456471,1427903,163904,282998,186003,119880,1998-11-30,1.480608918212311,-1.9217980547608868
415,Russia,Siberia_Zone,4283864,3783272,3016226,195013,350656,163567,112086,1998-07-31,61.0137,99.1967
416,Canada,Ottawa,22864,8642,3946,461,641,424,540,1998-06-01,1.480608918212311,-1.9217980547608868
417,France,Marseille,13875,13123,9127,363,2508,148,1160,1998-08-01,3.0758159318117744,0.8224238495790386
418,Canada,Vancouver,1416601,589376,296315,8188,62895,19671,29867,1998-12-18,1.763269541791821,-1.335127450431743
419,France,Bordeaux,91647,36843,15589,1460,2639,2158,1689,1998-09-08,1.1704801824038549,-1.967857959836668
420,Russia,Siberia_Zone,100298,56585,23598,644,4479,1507,3042,1999-03-14,61.0137,99.1967
421,Australia,Brisbane,1156594,930478,386481,19347,118260,78645,25675,1998-12-09,-0.8665823898368763,9.314114221014716
422,France,Paris_District,16048,10970,7108,266,1013,1522,1238,1998-05-13,1.1184999132560782,0.2466954433440331
423,USA,Florida,1129612,817618,475446,62333,143374,84885,14352,1999-03-22,0.0736648847716987,-8.521986977221632
424,Canada,Vancouver,14278,13250,9704,310,1444,168,556,1998-05-21,1.763269541791821,-1.335127450431743
425,Canada,Montreal,12682,9596,7489,310,1542,863,1032,1998-05-14,3.577033218814007,0.0643706388332788
426,USA,Florida,1018349,452563,208507,13018,44002,52264,19080,1999-04-10,0.0736648847716987,-8.521986977221632
427,Japan,Kyoto,649004,405102,278884,8854,20690,45782,13384,1999-03-23,-0.6353533556324394,-4.121988575775276
